35 ,89 ,42 
40 ,78 ,66 
40 ,82 ,59 
38 ,85 ,53 
39 ,80 ,72 
41 ,84 ,73 
41 ,86 ,70 
34 ,88 ,53 
39 ,92 ,53 
53 ,83 ,72 
30 ,34 ,45 
22 ,18 ,24 
19 ,22 ,20 
13 ,24 ,22 
21 ,23 ,33 
20 ,31 ,21 
17 ,30 ,28 
17 ,27 ,37 
17 ,29 ,35 
19 ,26 ,41 
23 ,26 ,41 
26 ,36 ,24 
36 ,29 ,32 
33 ,29 ,40 
19 ,20 ,34 
18 ,33 ,35 
36 ,65 ,50 
59 ,95 ,73 
58 ,95 ,79 
28 ,61 ,57 
31 ,46 ,42 
18 ,29 ,26 
14 ,19 ,18 
26 ,26 ,26 
38 ,35 ,37 
34 ,36 ,37 
24 ,32 ,32 
20 ,32 ,34 
27 ,33 ,28 
26 ,29 ,34 
28 ,27 ,47 
26 ,26 ,44 
27 ,32 ,35 
27 ,28 ,32 
23 ,21 ,21 
34 ,37 ,15 
30 ,34 ,28 
32 ,42 ,26 
25 ,40 ,19 
21 ,35 ,24 
24 ,35 ,39 
25 ,31 ,42 
25 ,33 ,33 
29 ,41 ,29 
33 ,36 ,40 
31 ,32 ,36 
33 ,34 ,38 
32 ,34 ,35 
34 ,36 ,37 
39 ,39 ,39 
34 ,34 ,34 
37 ,37 ,37 
44 ,41 ,43 
42 ,41 ,43 
38 ,40 ,41 
35 ,39 ,40 
32 ,36 ,37 
34 ,36 ,37 
40 ,39 ,41 
41 ,38 ,40 
35 ,39 ,44 
37 ,40 ,45 
41 ,40 ,44 
44 ,38 ,43 
43 ,38 ,40 
42 ,40 ,40 
42 ,44 ,44 
43 ,48 ,47 
47 ,42 ,44 
44 ,41 ,43 
40 ,42 ,43 
38 ,43 ,44 
38 ,43 ,44 
36 ,41 ,42 
35 ,39 ,40 
33 ,37 ,38 
47 ,44 ,46 
47 ,44 ,46 
40 ,39 ,41 
38 ,37 ,39 
41 ,43 ,44 
41 ,43 ,44 
35 ,39 ,40 
37 ,41 ,42 
37 ,41 ,42 
38 ,42 ,43 
39 ,43 ,44 
41 ,45 ,46 
42 ,46 ,47 
44 ,48 ,49 
45 ,49 ,50 
45 ,49 ,50 
49 ,53 ,54 
47 ,51 ,52 
46 ,50 ,51 
44 ,48 ,49 
42 ,46 ,47 
41 ,45 ,46 
40 ,44 ,45 
40 ,44 ,45 
42 ,46 ,47 
40 ,44 ,45 
39 ,43 ,44 
39 ,43 ,44 
41 ,45 ,46 
41 ,45 ,46 
38 ,42 ,43 
34 ,38 ,39 
36 ,40 ,41 
39 ,43 ,44 
39 ,43 ,44 
37 ,41 ,42 
36 ,40 ,41 
37 ,41 ,42 
36 ,40 ,41 
34 ,38 ,39 
36 ,39 ,43 
37 ,40 ,44 
36 ,39 ,43 
34 ,37 ,41 
35 ,38 ,42 
37 ,40 ,44 
35 ,38 ,42 
31 ,34 ,38 
33 ,36 ,40 
33 ,36 ,40 
32 ,35 ,39 
31 ,34 ,38 
30 ,33 ,37 
30 ,33 ,37 
30 ,33 ,37 
31 ,34 ,38 
31 ,35 ,36 
31 ,35 ,36 
30 ,34 ,35 
30 ,34 ,35 
29 ,33 ,34 
28 ,32 ,33 
28 ,32 ,33 
28 ,32 ,33 
28 ,32 ,33 
28 ,32 ,33 
28 ,32 ,33 
26 ,30 ,31 
25 ,29 ,30 
25 ,29 ,30 
27 ,31 ,32 
28 ,32 ,33 
28 ,32 ,33 
27 ,31 ,32 
26 ,30 ,31 
26 ,30 ,31 
25 ,29 ,30 
25 ,29 ,30 
25 ,29 ,30 
25 ,29 ,30 
26 ,30 ,31 
25 ,29 ,30 
24 ,28 ,29 
24 ,28 ,29 
26 ,30 ,31 
27 ,31 ,32 
26 ,30 ,31 
26 ,30 ,31 
24 ,33 ,20 
23 ,29 ,24 
24 ,25 ,35 
28 ,26 ,45 
28 ,26 ,45 
24 ,25 ,35 
20 ,26 ,21 
19 ,28 ,15 
24 ,27 ,32 
23 ,26 ,31 
23 ,26 ,31 
22 ,25 ,29 
22 ,25 ,29 
21 ,25 ,26 
21 ,25 ,26 
20 ,24 ,25 
18 ,21 ,25 
20 ,23 ,27 
21 ,24 ,28 
19 ,22 ,26 
19 ,22 ,26 
21 ,24 ,28 
20 ,23 ,27 
18 ,21 ,25 
16 ,18 ,19 
18 ,20 ,21 
20 ,22 ,23 
22 ,24 ,25 
21 ,23 ,24 
15 ,17 ,18 
13 ,15 ,16 
18 ,20 ,21 
17 ,21 ,22 
16 ,20 ,21 
16 ,20 ,21 
17 ,21 ,22 
19 ,23 ,24 
20 ,24 ,25 
20 ,24 ,25 
19 ,23 ,24 
16 ,20 ,21 
18 ,22 ,23 
17 ,21 ,22 
14 ,18 ,19 
15 ,19 ,20 
18 ,22 ,23 
20 ,24 ,25 
18 ,22 ,23 
16 ,20 ,21 
17 ,21 ,22 
19 ,23 ,24 
19 ,23 ,24 
18 ,22 ,23 
17 ,21 ,22 
17 ,21 ,22 
18 ,22 ,23 
14 ,18 ,19 
17 ,21 ,22 
12 ,16 ,17 
14 ,18 ,19 
22 ,26 ,27 
16 ,20 ,21 
9 ,13 ,14 
13 ,17 ,18 
19 ,23 ,24 
19 ,23 ,24 
19 ,23 ,24 
18 ,22 ,23 
16 ,20 ,21 
17 ,21 ,22 
19 ,23 ,24 
21 ,25 ,26 
19 ,23 ,24 
17 ,21 ,22 
16 ,20 ,21 
18 ,22 ,23 
18 ,22 ,23 
15 ,19 ,20 
14 ,18 ,19 
16 ,20 ,21 
17 ,21 ,22 
19 ,23 ,24 
15 ,19 ,20 
11 ,15 ,16 
15 ,19 ,20 
19 ,21 ,22 
19 ,18 ,20 
23 ,22 ,24 
19 ,21 ,22 
18 ,20 ,21 
17 ,19 ,20 
16 ,18 ,19 
17 ,19 ,20 
17 ,19 ,20 
17 ,19 ,20 
17 ,19 ,20 
23 ,44 ,41 
31 ,42 ,40 
19 ,21 ,21 
18 ,17 ,19 
27 ,24 ,26 
23 ,17 ,22 
16 ,17 ,21 
9 ,21 ,23 
19 ,13 ,18 
16 ,37 ,28 
37 ,82 ,63 
50 ,92 ,75 
34 ,57 ,52 
2 ,18 ,17 
41 ,73 ,62 
42 ,94 ,70 
29 ,71 ,53 
22 ,26 ,21 
20 ,21 ,11 
13 ,5 ,130 
28 ,8 ,214 
45 ,82 ,72 
49 ,98 ,54 
20 ,79 ,65 
44 ,56 ,38 
17 ,47 ,28 
14 ,12 ,148 
21 ,0 ,230 
24 ,4 ,210 
30 ,7 ,205 
29 ,8 ,207 
27 ,7 ,213 
22 ,0 ,202 
30 ,64 ,87 
37 ,91 ,44 
43 ,80 ,70 
43 ,84 ,63 
41 ,88 ,56 
38 ,79 ,71 
36 ,79 ,68 
36 ,76 ,74 
33 ,84 ,57 
42 ,92 ,62 
52 ,80 ,74 
24 ,30 ,37 
22 ,20 ,19 
21 ,27 ,16 
14 ,27 ,19 
34 ,32 ,8 
30 ,20 ,32 
27 ,27 ,27 
26 ,34 ,23 
28 ,31 ,39 
31 ,38 ,31 
33 ,42 ,22 
32 ,30 ,42 
32 ,30 ,20 
25 ,24 ,26 
23 ,25 ,36 
45 ,58 ,66 
61 ,88 ,78 
48 ,88 ,60 
45 ,92 ,59 
51 ,100 ,68 
63 ,89 ,83 
42 ,62 ,57 
25 ,36 ,33 
23 ,28 ,27 
31 ,31 ,31 
29 ,31 ,32 
25 ,29 ,30 
23 ,28 ,29 
31 ,36 ,35 
28 ,34 ,29 
21 ,30 ,20 
18 ,28 ,16 
25 ,32 ,25 
29 ,28 ,38 
26 ,19 ,40 
30 ,23 ,38 
31 ,32 ,23 
32 ,31 ,35 
28 ,25 ,40 
24 ,25 ,39 
28 ,32 ,37 
25 ,34 ,31 
22 ,31 ,28 
28 ,33 ,34 
32 ,33 ,37 
25 ,26 ,30 
31 ,32 ,36 
32 ,34 ,35 
33 ,35 ,36 
38 ,40 ,40 
34 ,36 ,36 
32 ,34 ,34 
39 ,38 ,40 
43 ,42 ,44 
41 ,43 ,44 
37 ,41 ,42 
36 ,40 ,41 
36 ,38 ,39 
39 ,38 ,40 
39 ,38 ,40 
34 ,41 ,44 
36 ,41 ,44 
39 ,40 ,44 
45 ,42 ,44 
46 ,43 ,45 
39 ,39 ,39 
34 ,36 ,36 
34 ,39 ,38 
41 ,40 ,42 
41 ,43 ,44 
39 ,43 ,44 
37 ,41 ,42 
34 ,39 ,40 
35 ,39 ,40 
38 ,40 ,41 
38 ,40 ,41 
38 ,37 ,39 
41 ,40 ,42 
39 ,38 ,40 
37 ,36 ,38 
40 ,42 ,43 
40 ,42 ,43 
35 ,39 ,40 
36 ,40 ,41 
38 ,42 ,43 
38 ,42 ,43 
39 ,43 ,44 
41 ,45 ,46 
42 ,46 ,47 
43 ,47 ,48 
44 ,48 ,49 
44 ,48 ,49 
48 ,52 ,53 
47 ,51 ,52 
45 ,49 ,50 
43 ,47 ,48 
41 ,45 ,46 
40 ,44 ,45 
39 ,43 ,44 
39 ,43 ,44 
42 ,46 ,47 
40 ,44 ,45 
38 ,42 ,43 
39 ,43 ,44 
40 ,44 ,45 
40 ,44 ,45 
37 ,41 ,42 
34 ,38 ,39 
35 ,39 ,40 
38 ,42 ,43 
38 ,42 ,43 
35 ,39 ,40 
35 ,39 ,40 
36 ,40 ,41 
35 ,39 ,40 
32 ,36 ,37 
34 ,37 ,41 
36 ,39 ,43 
36 ,39 ,43 
34 ,37 ,41 
35 ,38 ,42 
36 ,39 ,43 
34 ,37 ,41 
30 ,33 ,37 
33 ,36 ,40 
32 ,35 ,39 
31 ,34 ,38 
30 ,33 ,37 
30 ,33 ,37 
30 ,33 ,37 
30 ,33 ,37 
30 ,33 ,37 
30 ,34 ,35 
30 ,34 ,35 
29 ,33 ,34 
29 ,33 ,34 
28 ,32 ,33 
28 ,32 ,33 
27 ,31 ,32 
27 ,31 ,32 
26 ,30 ,31 
26 ,30 ,31 
26 ,30 ,31 
24 ,28 ,29 
23 ,27 ,28 
23 ,27 ,28 
25 ,29 ,30 
26 ,30 ,31 
26 ,30 ,31 
25 ,29 ,30 
24 ,28 ,29 
23 ,27 ,28 
23 ,27 ,28 
23 ,27 ,28 
23 ,27 ,28 
23 ,27 ,28 
22 ,26 ,27 
22 ,26 ,27 
22 ,26 ,27 
22 ,26 ,27 
24 ,28 ,29 
24 ,28 ,29 
23 ,27 ,28 
22 ,26 ,27 
29 ,32 ,37 
24 ,28 ,29 
22 ,27 ,25 
26 ,33 ,26 
28 ,35 ,28 
24 ,29 ,27 
20 ,24 ,25 
21 ,24 ,29 
23 ,26 ,31 
23 ,26 ,31 
22 ,25 ,29 
21 ,24 ,28 
20 ,24 ,25 
19 ,23 ,24 
18 ,22 ,23 
18 ,23 ,22 
18 ,21 ,25 
20 ,23 ,27 
19 ,22 ,26 
16 ,19 ,23 
16 ,19 ,23 
18 ,21 ,25 
18 ,21 ,25 
15 ,18 ,22 
17 ,19 ,20 
17 ,19 ,20 
21 ,23 ,24 
24 ,26 ,27 
19 ,21 ,22 
14 ,16 ,17 
16 ,18 ,19 
21 ,23 ,24 
16 ,20 ,21 
15 ,19 ,20 
14 ,18 ,19 
15 ,19 ,20 
17 ,21 ,22 
18 ,22 ,23 
18 ,22 ,23 
17 ,21 ,22 
13 ,17 ,18 
15 ,19 ,20 
15 ,19 ,20 
13 ,17 ,18 
13 ,17 ,18 
17 ,21 ,22 
19 ,23 ,24 
18 ,22 ,23 
15 ,19 ,20 
16 ,20 ,21 
18 ,22 ,23 
18 ,22 ,23 
17 ,21 ,22 
16 ,20 ,21 
16 ,20 ,21 
17 ,21 ,22 
21 ,20 ,22 
19 ,18 ,20 
15 ,14 ,16 
18 ,17 ,19 
22 ,21 ,23 
19 ,18 ,20 
17 ,16 ,18 
23 ,22 ,24 
16 ,20 ,21 
17 ,21 ,22 
17 ,21 ,22 
17 ,21 ,22 
15 ,19 ,20 
15 ,19 ,20 
16 ,20 ,21 
17 ,21 ,22 
18 ,22 ,23 
16 ,20 ,21 
16 ,20 ,21 
19 ,23 ,24 
18 ,22 ,23 
15 ,19 ,20 
14 ,18 ,19 
15 ,19 ,20 
12 ,17 ,18 
17 ,21 ,22 
21 ,20 ,22 
21 ,18 ,20 
23 ,20 ,22 
24 ,21 ,23 
19 ,18 ,20 
14 ,16 ,17 
17 ,19 ,20 
18 ,20 ,21 
17 ,19 ,20 
16 ,18 ,19 
15 ,17 ,18 
15 ,17 ,18 
16 ,18 ,19 
17 ,19 ,20 
50 ,81 ,74 
54 ,77 ,73 
24 ,37 ,35 
12 ,14 ,14 
25 ,22 ,24 
19 ,18 ,20 
12 ,15 ,19 
21 ,26 ,29 
20 ,14 ,19 
18 ,39 ,31 
38 ,83 ,64 
50 ,92 ,75 
33 ,56 ,52 
2 ,18 ,17 
41 ,73 ,62 
42 ,94 ,71 
27 ,63 ,46 
20 ,18 ,24 
13 ,18 ,0 
11 ,1 ,138 
21 ,13 ,198 
21 ,71 ,39 
36 ,84 ,56 
24 ,89 ,74 
54 ,86 ,55 
31 ,66 ,69 
16 ,14 ,167 
26 ,4 ,223 
27 ,7 ,203 
20 ,0 ,201 
21 ,0 ,206 
17 ,4 ,202 
20 ,0 ,197 
31 ,66 ,86 
38 ,92 ,45 
41 ,78 ,70 
41 ,81 ,63 
41 ,87 ,58 
38 ,79 ,71 
33 ,77 ,64 
37 ,75 ,79 
34 ,81 ,65 
42 ,89 ,67 
44 ,71 ,67 
16 ,23 ,26 
22 ,23 ,14 
24 ,31 ,18 
13 ,26 ,18 
34 ,11 ,33 
32 ,17 ,25 
29 ,21 ,22 
26 ,25 ,21 
26 ,28 ,22 
30 ,27 ,29 
31 ,24 ,39 
34 ,24 ,40 
32 ,34 ,14 
24 ,28 ,17 
22 ,28 ,27 
49 ,64 ,66 
70 ,96 ,90 
45 ,83 ,71 
31 ,75 ,62 
45 ,92 ,83 
49 ,88 ,80 
52 ,85 ,78 
43 ,66 ,61 
26 ,39 ,37 
21 ,26 ,25 
29 ,28 ,30 
32 ,29 ,31 
27 ,24 ,26 
23 ,26 ,31 
28 ,34 ,29 
22 ,33 ,13 
18 ,28 ,12 
22 ,25 ,29 
25 ,25 ,39 
26 ,26 ,38 
25 ,25 ,39 
36 ,23 ,45 
38 ,28 ,44 
37 ,30 ,37 
31 ,29 ,28 
28 ,30 ,24 
23 ,26 ,24 
22 ,24 ,32 
26 ,27 ,41 
28 ,29 ,33 
26 ,27 ,31 
35 ,36 ,40 
30 ,34 ,35 
22 ,27 ,28 
28 ,34 ,33 
28 ,36 ,35 
28 ,36 ,35 
35 ,37 ,38 
40 ,42 ,43 
37 ,39 ,40 
32 ,34 ,35 
36 ,38 ,39 
36 ,38 ,39 
31 ,33 ,34 
35 ,37 ,38 
25 ,39 ,38 
26 ,38 ,38 
28 ,33 ,34 
34 ,36 ,37 
44 ,43 ,45 
42 ,42 ,42 
36 ,38 ,38 
38 ,43 ,42 
32 ,40 ,40 
35 ,43 ,43 
37 ,42 ,43 
34 ,38 ,39 
33 ,35 ,36 
34 ,36 ,37 
39 ,38 ,40 
40 ,39 ,41 
34 ,36 ,37 
39 ,41 ,42 
38 ,40 ,41 
34 ,36 ,37 
36 ,38 ,39 
38 ,40 ,41 
38 ,40 ,41 
39 ,41 ,42 
38 ,42 ,43 
39 ,43 ,44 
39 ,43 ,44 
40 ,44 ,45 
41 ,45 ,46 
42 ,46 ,47 
43 ,47 ,48 
43 ,47 ,48 
47 ,51 ,52 
46 ,50 ,51 
44 ,48 ,49 
42 ,46 ,47 
40 ,44 ,45 
39 ,43 ,44 
39 ,43 ,44 
38 ,42 ,43 
41 ,45 ,46 
39 ,43 ,44 
37 ,41 ,42 
37 ,41 ,42 
38 ,42 ,43 
38 ,42 ,43 
36 ,40 ,41 
34 ,38 ,39 
34 ,38 ,39 
37 ,41 ,42 
37 ,41 ,42 
34 ,38 ,39 
34 ,38 ,39 
35 ,39 ,40 
34 ,38 ,39 
31 ,35 ,36 
33 ,36 ,40 
35 ,38 ,42 
35 ,38 ,42 
33 ,36 ,40 
33 ,36 ,40 
34 ,37 ,41 
33 ,36 ,40 
29 ,32 ,36 
32 ,35 ,39 
31 ,34 ,38 
30 ,33 ,37 
30 ,33 ,37 
29 ,32 ,36 
29 ,32 ,36 
29 ,32 ,36 
29 ,32 ,36 
29 ,32 ,36 
28 ,31 ,35 
28 ,31 ,35 
28 ,31 ,35 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
25 ,29 ,30 
25 ,29 ,30 
25 ,29 ,30 
24 ,28 ,29 
22 ,26 ,27 
22 ,26 ,27 
24 ,28 ,29 
26 ,30 ,31 
25 ,29 ,30 
24 ,28 ,29 
23 ,27 ,28 
22 ,26 ,27 
22 ,26 ,27 
22 ,26 ,27 
22 ,26 ,27 
22 ,26 ,27 
21 ,25 ,26 
20 ,24 ,25 
20 ,24 ,25 
22 ,26 ,27 
23 ,27 ,28 
23 ,27 ,28 
22 ,26 ,27 
20 ,24 ,25 
23 ,22 ,38 
22 ,25 ,30 
22 ,30 ,20 
22 ,33 ,13 
21 ,32 ,12 
19 ,27 ,17 
17 ,20 ,25 
17 ,16 ,32 
21 ,24 ,28 
20 ,23 ,27 
20 ,23 ,27 
19 ,23 ,24 
18 ,22 ,23 
17 ,22 ,21 
17 ,22 ,21 
16 ,21 ,20 
18 ,22 ,23 
20 ,24 ,25 
18 ,22 ,23 
15 ,19 ,20 
14 ,18 ,19 
16 ,20 ,21 
16 ,20 ,21 
14 ,18 ,19 
19 ,21 ,22 
18 ,20 ,21 
20 ,22 ,23 
17 ,19 ,20 
12 ,14 ,15 
13 ,15 ,16 
17 ,19 ,20 
17 ,19 ,20 
15 ,19 ,20 
14 ,18 ,19 
14 ,18 ,19 
15 ,19 ,20 
16 ,20 ,21 
17 ,21 ,22 
16 ,20 ,21 
15 ,19 ,20 
13 ,17 ,18 
15 ,19 ,20 
14 ,18 ,19 
11 ,15 ,16 
12 ,16 ,17 
15 ,19 ,20 
16 ,20 ,21 
15 ,19 ,20 
14 ,18 ,19 
15 ,19 ,20 
16 ,20 ,21 
16 ,20 ,21 
15 ,19 ,20 
14 ,18 ,19 
15 ,19 ,20 
15 ,19 ,20 
20 ,17 ,19 
14 ,11 ,13 
18 ,15 ,17 
20 ,17 ,19 
12 ,9 ,11 
15 ,12 ,14 
23 ,20 ,22 
21 ,18 ,20 
14 ,18 ,19 
15 ,19 ,20 
17 ,21 ,22 
17 ,21 ,22 
16 ,20 ,21 
15 ,19 ,20 
15 ,19 ,20 
15 ,19 ,20 
17 ,21 ,22 
15 ,19 ,20 
16 ,20 ,21 
19 ,23 ,24 
18 ,22 ,23 
15 ,19 ,20 
13 ,17 ,18 
14 ,18 ,19 
13 ,18 ,19 
14 ,18 ,19 
18 ,17 ,19 
22 ,17 ,19 
22 ,17 ,19 
25 ,20 ,22 
20 ,19 ,21 
12 ,14 ,15 
15 ,17 ,18 
17 ,19 ,20 
17 ,19 ,20 
16 ,18 ,19 
14 ,16 ,17 
14 ,16 ,17 
15 ,17 ,18 
16 ,18 ,19 
44 ,81 ,73 
55 ,92 ,84 
30 ,55 ,51 
5 ,10 ,9 
13 ,11 ,11 
14 ,22 ,22 
9 ,19 ,19 
12 ,16 ,17 
18 ,11 ,18 
18 ,39 ,31 
38 ,82 ,65 
49 ,90 ,75 
32 ,55 ,51 
2 ,18 ,17 
43 ,74 ,65 
43 ,95 ,72 
36 ,69 ,54 
18 ,12 ,23 
11 ,15 ,0 
29 ,8 ,165 
32 ,25 ,190 
7 ,50 ,5 
32 ,57 ,47 
48 ,91 ,80 
42 ,89 ,50 
49 ,85 ,109 
24 ,21 ,191 
22 ,4 ,211 
30 ,11 ,198 
23 ,0 ,206 
22 ,1 ,210 
17 ,9 ,204 
23 ,5 ,196 
33 ,69 ,87 
37 ,91 ,44 
35 ,71 ,65 
35 ,74 ,58 
40 ,85 ,58 
40 ,81 ,74 
36 ,80 ,67 
38 ,78 ,77 
35 ,83 ,65 
43 ,90 ,68 
39 ,66 ,62 
12 ,20 ,20 
24 ,24 ,18 
23 ,27 ,21 
8 ,16 ,23 
16 ,22 ,17 
18 ,34 ,3 
19 ,33 ,15 
20 ,31 ,21 
21 ,36 ,9 
25 ,29 ,23 
34 ,22 ,44 
38 ,29 ,39 
28 ,26 ,32 
25 ,25 ,31 
15 ,20 ,23 
25 ,39 ,37 
54 ,77 ,72 
57 ,93 ,87 
41 ,83 ,82 
27 ,74 ,78 
37 ,85 ,73 
52 ,95 ,84 
59 ,93 ,86 
45 ,68 ,63 
24 ,37 ,35 
18 ,23 ,22 
27 ,25 ,25 
36 ,29 ,32 
19 ,21 ,32 
29 ,31 ,39 
26 ,30 ,25 
24 ,24 ,30 
27 ,20 ,47 
25 ,27 ,35 
21 ,37 ,14 
16 ,30 ,12 
29 ,30 ,21 
36 ,32 ,31 
39 ,34 ,36 
39 ,34 ,33 
35 ,32 ,27 
27 ,29 ,23 
26 ,28 ,29 
27 ,27 ,39 
29 ,28 ,32 
30 ,29 ,33 
31 ,34 ,38 
28 ,33 ,34 
32 ,40 ,40 
34 ,47 ,45 
22 ,36 ,34 
17 ,31 ,29 
34 ,39 ,40 
39 ,43 ,44 
35 ,37 ,38 
29 ,28 ,30 
36 ,35 ,37 
35 ,37 ,38 
28 ,32 ,33 
38 ,43 ,44 
45 ,68 ,64 
46 ,65 ,62 
34 ,47 ,45 
27 ,33 ,32 
34 ,36 ,36 
37 ,39 ,40 
35 ,37 ,38 
38 ,40 ,41 
24 ,38 ,37 
30 ,40 ,40 
34 ,39 ,40 
32 ,36 ,37 
34 ,33 ,35 
36 ,35 ,37 
37 ,36 ,38 
34 ,36 ,37 
35 ,39 ,40 
38 ,42 ,43 
37 ,41 ,42 
33 ,37 ,38 
34 ,36 ,37 
37 ,39 ,40 
40 ,42 ,43 
41 ,43 ,44 
39 ,43 ,44 
39 ,43 ,44 
39 ,43 ,44 
40 ,44 ,45 
41 ,45 ,46 
41 ,45 ,46 
42 ,46 ,47 
42 ,46 ,47 
46 ,50 ,51 
45 ,49 ,50 
43 ,47 ,48 
41 ,45 ,46 
40 ,44 ,45 
39 ,43 ,44 
38 ,42 ,43 
38 ,42 ,43 
39 ,43 ,44 
38 ,42 ,43 
37 ,41 ,42 
36 ,40 ,41 
36 ,40 ,41 
36 ,40 ,41 
35 ,39 ,40 
34 ,38 ,39 
33 ,37 ,38 
36 ,40 ,41 
36 ,40 ,41 
33 ,37 ,38 
33 ,37 ,38 
34 ,38 ,39 
33 ,37 ,38 
31 ,35 ,36 
33 ,36 ,40 
35 ,38 ,42 
34 ,37 ,41 
31 ,34 ,38 
30 ,33 ,37 
32 ,35 ,39 
32 ,35 ,39 
31 ,34 ,38 
31 ,34 ,38 
31 ,34 ,38 
30 ,33 ,37 
29 ,32 ,36 
28 ,31 ,35 
28 ,31 ,35 
28 ,31 ,35 
28 ,31 ,35 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
27 ,30 ,34 
26 ,30 ,31 
26 ,30 ,31 
25 ,29 ,30 
24 ,28 ,29 
22 ,26 ,27 
23 ,27 ,28 
24 ,28 ,29 
26 ,30 ,31 
